NUMDOS|NUMDOSVERLING|ANCART|FILIERE|ETAPE|VERLING|FORMAT
HA867011|HA867011|J17093|FRA|99.60|F|
HA868011|HA868011|J17095|FRA|99.60|F|
HA869011|HA869011|P78101|FRA|99.60|F|XML
HA869011|HA869011|P78101|FRA|99.60|F|PDFI
HA869011|HE869011|P78101|FRA|99.60|E|PDFI
HA870011|HA870011|P78501|FRA|99.60|F|
HA871011|HA871011|P78503|FRA|99.60|F|
HA872011|HA872011|P78504|FRA|99.60|F|XML
HA872011|HA872011|P78504|FRA|99.60|F|PDFI
HA872011|HE872011|P78504|FRA|99.60|E|PDFI
HA873011|HA873011|C20010|FRA|99.60|F|
HA874011|HA874011|C93414|FRA|99.60|F|
HA875011|HA875011|C93415|FRA|99.60|F|
HA876011|HA876011|D35375/AM1|FRA|99.60|F|
HA877011|HA877011|E29291|FRA|99.60|F|
HA878011|HA878011|E29292|FRA|99.60|F|
HA879011|HA879011|E29293|FRA|99.60|F|
HA880011|HA880011|E29294|FRA|99.60|F|
HA881011|HA881011|E29295|FRA|99.60|F|
HA882011|HA882011|G32312|FRA|99.60|F|
HA883011|HA883011|E62511|FRA|99.60|F|
HA884011|HA884011|G06033|FRA|99.60|F|XML
HA884011|HA884011|G06033|FRA|99.60|F|PDFI
HA885011|HA885011|G35020|FRA|99.60|F|XML
HA885011|HA885011|G35020|FRA|99.60|F|PDFI
HA886011|HA886011|J37220|FRA|99.60|F|PDFI
HA887011|HA887011|L44532|FRA|99.60|F|XML
HA887011|HA887011|L44532|FRA|99.60|F|PDFI
HA888011|HA888011|T51030|FRA|99.60|F|
HA889011|HA889011|C12200/A2U|FRA|99.60|F|PDFI
HA890011|HA890011|C83311U|FRA|99.60|F|XML
HA890011|HA890011|C83311U|FRA|99.60|F|PDFI
HA891011|HA891011|T75203|FRA|99.60|F|
HA892011|HA892011|T75206|FRA|99.60|F|PDFI
HA893011|HA893011|T75218|FRA|99.60|F|
HA894011|HA894011|T75228|FRA|99.60|F|
HA895011|HA895011|T75301|FRA|99.60|F|
HA896011|HA896011|T75303|FRA|99.60|F|
HA897011|HA897011|T75337|FRA|99.60|F|
HA898011|HA898011|C31420|FRA|60.62|F|XML
HA898011|HA898011|C31420|FRA|60.62|F|PDFI
HA899011|HA899011|G37118|FRA|99.60|F|
HA900011|HA900011|C90001/A1|FRA|60.62|F|XML
HA900011|HA900011|C90001/A1|FRA|60.62|F|PDFI
HA901011|HA901011|E22601|FRA|99.60|F|
HA902011|HA902011|E22602|FRA|99.60|F|
HA903011|HA903011|E22603|FRA|99.60|F|
HA904011|HA904011|E22604|FRA|99.60|F|
HA905011|HA905011|E23150|FRA|99.60|F|XML
HA246007|HA246007|R32110|FRA|60.62|F|XML
HA246007|HA246007|R32110|FRA|60.62|F|PDFI
HA247007|HA247007|T30083|FRA|99.60|F|XML
HA247007|HA247007|T30083|FRA|99.60|F|PDFI
HA248007|HA248007|R32710|FRA|60.62|F|XML
HA248007|HA248007|R32710|FRA|60.62|F|PDFI
HA249007|HA249007|R97101|FRA|99.60|F|
HA250007|HA250007|R10010|FRA|99.60|F|
HA251007|HA251007|R15504|FRA|99.60|F|XML
HA251007|HA251007|R15504|FRA|99.60|F|PDFI
HA252007|HA252007|R15505|FRA|99.60|F|PDFI
HA253007|HA253007|R17101|FRA|99.60|F|PDFI
HA254007|HA254007|R13335|FRA|99.60|F|
HA255007|HA255007|R17102|FRA|99.60|F|
HA256007|HA256007|R23335|FRA|99.60|F|
HA257007|HA257007|R32402|FRA|99.60|F|
HA258007|HA258007|R32760|FRA|99.60|F|PDFI
HA259007|HA259007|R32762|FRA|99.60|F|PDFI
HA260007|HA260007|R32769|FRA|99.60|F|PDFI
HA261007|HA261007|R32776|FRA|99.60|F|PDFI
HA262007|HA262007|R32786|FRA|99.60|F|PDFI
HA263007|HA263007|R41152|FRA|99.60|F|
HA264007|HA264007|R11501|FRA|99.60|F|
HA265007|HA265007|R14330|FRA|99.60|F|
HA266007|HA266007|R93182|FRA|99.60|F|
HA267007|HA267007|R10120|FRA|99.60|F|
HA268007|HA268007|R13501|FRA|99.60|F|
HA269007|HA269007|Z68101|FRA|99.60|F|XML
HA269007|HA269007|Z68101|FRA|99.60|F|PDFI
HA270007|HA270007|R13504|FRA|99.60|F|
HA271007|HA271007|R16505|FRA|99.60|F|
HA272007|HA272007|R40010|FRA|60.62|F|XML
HA272007|HA272007|R40010|FRA|60.62|F|PDFI
HA273007|HA273007|R40011|FRA|60.62|F|XML
HA273007|HA273007|R40011|FRA|60.62|F|PDFI
HA274007|HA274007|R40012|FRA|60.62|F|XML
HA274007|HA274007|R40012|FRA|60.62|F|PDFI
HA275007|HA275007|R40020|FRA|99.60|F|
HA276007|HA276007|R40021|FRA|99.60|F|
HA277007|HA277007|R42601|FRA|99.60|F|
HA278007|HA278007|R47203|FRA|99.60|F|PDFI
HA279007|HA279007|R47204|FRA|99.60|F|
HA280007|HA280007|R92010|FRA|99.60|F|
HA281007|HA281007|R93006|FRA|99.60|F|
HA282007|HA282007|R93124|FRA|99.60|F|
HA283007|HA283007|R93125|FRA|99.60|F|
HA284007|HA284007|R93210|FRA|99.60|F|
HA285007|HA285007|R93508|FRA|60.62|F|XML
HA285007|HA285007|R93508|FRA|60.62|F|PDFI
HA286007|HA286007|R93509|FRA|60.62|F|XML
HA286007|HA286007|R93509|FRA|60.62|F|PDFI
HA287007|HA287007|R96101|FRA|99.60|F|
HA288007|HA288007|R96203|FRA|99.60|F|
HA289007|HA289007|R32401|FRA|60.62|F|XML
HA289007|HA289007|R32401|FRA|60.62|F|PDFI
HA027008|HA027008|T43002|FRA|99.60|F|PDFI
HA027008|HE027008|T43002|FRA|99.60|E|PDFI
HA028008|HA028008|T43003|FRA|99.60|F|
HA029008|HA029008|T43004|FRA|99.60|F|
HA030008|HA030008|T43005|FRA|99.60|F|
HA031008|HA031008|T43101|FRA|99.60|F|
HA032008|HA032008|T43102|FRA|99.60|F|
HA033008|HA033008|T43103|FRA|99.60|F|
HA034008|HA034008|T43104|FRA|99.60|F|
HA035008|HA035008|T43105|FRA|99.60|F|
HA036008|HA036008|T43106|FRA|99.60|F|
HA037008|HA037008|T43107|FRA|99.60|F|
HA038008|HA038008|T43108|FRA|99.60|F|
HA039008|HA039008|T43109|FRA|99.60|F|
HA040008|HA040008|T45001|FRA|99.60|F|
HA041008|HA041008|T45002|FRA|99.60|F|
HA042008|HA042008|T45003|FRA|99.60|F|
HA043008|HA043008|T45005|FRA|99.60|F|
HA044008|HA044008|T45006|FRA|99.60|F|PDFI
HA045008|HA045008|T45102|FRA|99.60|F|
HA046008|HA046008|T45111|FRA|99.60|F|
HA047008|HA047008|T45121|FRA|99.60|F|PDFI
HA048008|HA048008|T45122|FRA|99.60|F|
HA049008|HA049008|T45131|FRA|99.60|F|
HA050008|HA050008|T45132|FRA|99.60|F|
HA051008|HA051008|T45133|FRA|99.60|F|
HA052008|HA052008|T45134|FRA|99.60|F|
HA053008|HA053008|T45135|FRA|99.60|F|
HA054008|HA054008|T45136|FRA|99.60|F|
HA055008|HA055008|T45137|FRA|99.60|F|
HA056008|HA056008|A20400|FRA|60.62|F|XML
HA056008|HA056008|A20400|FRA|60.62|F|PDFI
HA057008|HA057008|T45151|FRA|99.60|F|
HA058008|HA058008|T45152|FRA|99.60|F|
HA059008|HA059008|T45153|FRA|99.60|F|
HA060008|HA060008|T45154|FRA|99.60|F|
HA061008|HA061008|T46001|FRA|99.60|F|
HA062008|HA062008|T46002|FRA|99.60|F|
HA063008|HA063008|T46003|FRA|99.60|F|
HA064008|HA064008|T46004|FRA|99.60|F|
HA065008|HA065008|T46005|FRA|99.60|F|
HA066008|HA066008|T46006|FRA|99.60|F|
HA067008|HA067008|T46007|FRA|99.60|F|
HA068008|HA068008|T46008|FRA|99.60|F|
HA069008|HA069008|T46009|FRA|99.60|F|
HA070008|HA070008|T46010|FRA|99.60|F|
HA071008|HA071008|T46011|FRA|99.60|F|
HA072008|HA072008|T46013|FRA|99.60|F|
HA073008|HA073008|T46015|FRA|99.60|F|
HA074008|HA074008|T46016|FRA|99.60|F|
HA075008|HA075008|T46017|FRA|99.60|F|
HA076008|HA076008|T46018|FRA|99.60|F|PDFI
HA076008|HE076008|T46018|FRA|99.60|E|PDFI
HA077008|HA077008|T46019|FRA|99.60|F|
HA078008|HA078008|T46020|FRA|99.60|F|PDFI
HA078008|HE078008|T46020|FRA|99.60|E|PDFI
HA079008|HA079008|T46021|FRA|99.60|F|
HA080008|HA080008|T46022|FRA|99.60|F|PDFI
HA080008|HE080008|T46022|FRA|99.60|E|PDFI
HA081008|HA081008|T46023|FRA|99.60|F|PDFI
HA081008|HE081008|T46023|FRA|99.60|E|PDFI
HA082008|HA082008|T46100|FRA|99.60|F|
HA083008|HA083008|T46101|FRA|99.60|F|
HA084008|HA084008|T46102|FRA|99.60|F|
HA085008|HA085008|T46103|FRA|99.60|F|
HA086008|HA086008|T46104|FRA|99.60|F|PDFI
HA086008|HE086008|T46104|FRA|99.60|E|PDFI
HA087008|HA087008|T46108|FRA|99.60|F|
HA088008|HA088008|T47001|FRA|99.60|F|XML
HA827008|HA827008|U42200|FRA|99.60|F|PDFI
HA828008|HA828008|U42201|FRA|99.60|F|XML
HA828008|HA828008|U42201|FRA|99.60|F|PDFI
HA828008|HE828008|U42201|FRA|99.60|E|PDFI
HA829008|HA829008|U42212|FRA|99.60|F|XML
HA829008|HA829008|U42212|FRA|99.60|F|PDFI
HA830008|HA830008|U42241|FRA|99.60|F|XML
HA830008|HA830008|U42241|FRA|99.60|F|PDFI
HA831008|HA831008|U42242|FRA|99.60|F|
HA832008|HA832008|U42243|FRA|99.60|F|XML
HA832008|HA832008|U42243|FRA|99.60|F|PDFI
HA833008|HA833008|U42245|FRA|99.60|F|
HA834008|HA834008|U42246|FRA|99.60|F|XML
HA834008|HA834008|U42246|FRA|99.60|F|PDFI
HA835008|HA835008|U42247|FRA|99.60|F|XML
HA835008|HA835008|U42247|FRA|99.60|F|PDFI
HA836008|HA836008|U43000|FRA|99.60|F|
HA837008|HA837008|U43001|FRA|99.60|F|
HA838008|HA838008|U43002|FRA|99.60|F|
HA840008|HA840008|V04286|FRA|99.60|F|PDFI
HA841008|HA841008|V04261|FRA|99.60|F|PDFI
HA842008|HA842008|V04145|FRA|99.60|F|XML
HA842008|HA842008|V04145|FRA|99.60|F|PDFI
HA843008|HA843008|V04382|FRA|99.60|F|XML
HA843008|HA843008|V04382|FRA|99.60|F|PDFI
HA844008|HA844008|C31713|FRA|50.98|F|
HA845008|HA845008|V04353|FRA|99.60|F|PDFI
HA846008|HA846008|V04390|FRA|99.60|F|PDFI
HA847008|HA847008|V04051|FRA|99.60|F|PDFI
HA848008|HA848008|V04052|FRA|99.60|F|PDFI
HA849008|HA849008|V04053|FRA|99.60|F|PDFI
HA850008|HA850008|V04050|FRA|99.60|F|PDFI
HA851008|HA851008|A82153|FRA|99.60|F|PDFI
HA852008|HA852008|C20402|FRA|99.60|F|PDFI
HA853008|HA853008|C23000U|FRA|60.62|F|XML
HA853008|HA853008|C23000U|FRA|60.62|F|PDFI
HA854008|HA854008|C61351|FRA|99.60|F|PDFI
HA855008|HA855008|U43102|FRA|99.60|F|
HA856008|HA856008|U43106|FRA|99.60|F|
HA857008|HA857008|U43108|FRA|99.60|F|
HA858008|HA858008|U43109|FRA|99.60|F|
HA859008|HA859008|U43110|FRA|99.60|F|
HA860008|HA860008|U43111|FRA|99.60|F|
HA861008|HA861008|U43112|FRA|99.60|F|
HA862008|HA862008|U43113|FRA|99.60|F|
HA863008|HA863008|U43114|FRA|99.60|F|
HA864008|HA864008|U43115|FRA|99.60|F|
HA865008|HA865008|U43116|FRA|99.60|F|
HA866008|HA866008|U43117|FRA|99.60|F|
HA867008|HA867008|U43118|FRA|99.60|F|
HA905011|HA905011|E23150|FRA|99.60|F|PDFI
HA906011|HA906011|P82200/AM1|FRA|99.60|F|
HA907011|HA907011|M87508|FRA|99.60|F|
XS264124|XE264124|ISO14298|INT|99.60|E|XML
HA456106|HE456106|E62507-1|FRA|60.62|E|PDFI
HA909011|HA909011|C71002|FRA|99.60|F|PDFI
HA910011|HA910011|M87509|FRA|99.60|F|
HA911011|HA911011|D35323|FRA|99.60|F|
HA912011|HA912011|A48801|FRA|99.60|F|
HA913011|HA913011|T51107|FRA|99.60|F|XML
HA913011|HA913011|T51107|FRA|99.60|F|PDFI
HA914011|HA914011|T51110/A1|FRA|99.60|F|XML
HA914011|HA914011|T51110/A1|FRA|99.60|F|PDFI
HA915011|HA915011|A48722|FRA|99.60|F|
HA916011|HA916011|A48756|FRA|99.60|F|
HA917011|HA917011|A91114|FRA|99.60|F|
HA918011|HA918011|C97420|FRA|99.60|F|
HA919011|HA919011|C97430|FRA|99.60|F|
HA920011|HA920011|X20209|FRA|99.60|F|
HA921011|HA921011|A51122|FRA|99.60|F|
HA922011|HA922011|A51406|FRA|99.60|F|PDFI
HA923011|HA923011|A51408|FRA|99.60|F|PDFI
HA924011|HA924011|A51409|FRA|99.60|F|PDFI
HA925011|HA925011|E29488|FRA|99.60|F|
HA926011|HA926011|A49501|FRA|99.60|F|
HA927011|HA927011|A49541|FRA|99.60|F|
HA928011|HA928011|E85031|FRA|99.60|F|PDFI
HA929011|HA929011|P91221|FRA|99.60|F|XML
HA929011|HA929011|P91221|FRA|99.60|F|PDFI
HA929011|HE929011|P91221|FRA|99.60|E|PDFI
HA930011|HA930011|P10201/A2|FRA|99.60|F|
HA931011|HA931011|P11221/AM1|FRA|99.60|F|
HA932011|HA932011|C73161|FRA|99.60|F|PDFI
HA933011|HA933011|U43010/A1|FRA|99.60|F|
HA934011|HA934011|X50201|FRA|99.60|F|
HA935011|HA935011|P78202|FRA|99.60|F|
HA936011|HA936011|G40002|FRA|99.60|F|PDFI
HA937011|HA937011|G41002|FRA|99.60|F|
HA938011|HA938011|J53302|FRA|99.60|F|PDFI
HA939011|HA939011|S73001|FRA|99.60|F|
HA940011|HA940011|S73102|FRA|99.60|F|
HA941011|HA941011|S73103|FRA|99.60|F|
HA942011|HA942011|T51108|FRA|99.60|F|
HA943011|HA943011|T54360|FRA|99.60|F|
HA944011|HA944011|V03307|FRA|99.60|F|XML
HA944011|HA944011|V03307|FRA|99.60|F|PDFI
HA945011|HA945011|H90017|FRA|99.60|F|PDFI
HA946011|HA946011|X11622|FRA|60.62|F|XML
HA946011|HA946011|X11622|FRA|60.62|F|PDFI
HA946011|HE946011|X11622|FRA|60.62|E|PDFI
HA947011|HA947011|A49859|FRA|99.60|F|
HA948011|HA948011|T30015|FRA|99.60|F|
HA949011|HA949011|C93522/AM1|FRA|99.60|F|
HA950011|HA950011|T75112|FRA|99.60|F|PDFI
HA951011|HA951011|T75119|FRA|99.60|F|
HA952011|HA952011|G40046|FRA|99.60|F|
HA953011|HA953011|G40047|FRA|99.60|F|XML
HA953011|HA953011|G40047|FRA|99.60|F|PDFI
HA290007|HA290007|R32701|FRA|99.60|F|
HA291007|HA291007|R99030|FRA|99.60|F|
HA292007|HA292007|R99031|FRA|99.60|F|PDFI
HA293007|HA293007|R99032|FRA|99.60|F|PDFI
HA294007|HA294007|R99034|FRA|99.60|F|PDFI
HA295007|HA295007|R99035|FRA|99.60|F|PDFI
HA296007|HA296007|R99090|FRA|99.60|F|
HA297007|HA297007|R33101|FRA|60.62|F|XML
HA297007|HA297007|R33101|FRA|60.62|F|PDFI
HA298007|HA298007|R33102|FRA|60.62|F|XML
HA298007|HA298007|R33102|FRA|60.62|F|PDFI
HA299007|HA299007|R33103|FRA|60.62|F|XML
HA299007|HA299007|R33103|FRA|60.62|F|PDFI
HA300007|HA300007|S10001|FRA|99.60|F|
HA301007|HA301007|S10002|FRA|99.60|F|
HA302007|HA302007|S10003|FRA|99.60|F|
HA303007|HA303007|S11001|FRA|99.60|F|
HA304007|HA304007|S11002|FRA|99.60|F|
HA305007|HA305007|S11003|FRA|99.60|F|
HA306007|HA306007|S11004|FRA|99.60|F|
HA307007|HA307007|S11005|FRA|99.60|F|
HA308007|HA308007|S12001|FRA|99.60|F|
HA309007|HA309007|S12002|FRA|99.60|F|
HA310007|HA310007|S13001|FRA|99.60|F|
HA311007|HA311007|S20001|FRA|99.60|F|
HA312007|HA312007|S20003|FRA|99.60|F|PDFI
HA313007|HA313007|S20004|FRA|99.60|F|XML
HA313007|HA313007|S20004|FRA|99.60|F|PDFI
HA314007|HA314007|S20005|FRA|99.60|F|
HA315007|HA315007|S20006|FRA|60.62|F|XML
HA315007|HA315007|S20006|FRA|60.62|F|PDFI
HA316007|HA316007|S20007|FRA|99.60|F|PDFI
HA317007|HA317007|S21001|FRA|99.60|F|
HA318007|HA318007|S21002|FRA|99.60|F|
HA319007|HA319007|S21003|FRA|99.60|F|PDFI
HA320007|HA320007|S21004|FRA|99.60|F|XML
HA320007|HA320007|S21004|FRA|99.60|F|PDFI
HA321007|HA321007|S21005|FRA|99.60|F|XML
HA321007|HA321007|S21005|FRA|99.60|F|PDFI
HA322007|HA322007|S21006|FRA|99.60|F|
HA323007|HA323007|S21007|FRA|99.60|F|
HA324007|HA324007|S21008|FRA|99.60|F|
HA325007|HA325007|S21009|FRA|99.60|F|
HA326007|HA326007|S21010|FRA|99.60|F|
HA327007|HA327007|S21011|FRA|99.60|F|PDFI
HA328007|HA328007|S21012|FRA|99.60|F|PDFI
HA329007|HA329007|S21013|FRA|60.62|F|XML
HA329007|HA329007|S21013|FRA|60.62|F|PDFI
HA330007|HA330007|S21014|FRA|60.62|F|XML
HA330007|HA330007|S21014|FRA|60.62|F|PDFI
HA331007|HA331007|S21015|FRA|99.60|F|
HA332007|HA332007|S21016|FRA|99.60|F|
HA333007|HA333007|S22001|FRA|99.60|F|
HA334007|HA334007|S22002|FRA|99.60|F|XML
HA088008|HA088008|T47001|FRA|99.60|F|PDFI
HA088008|HE088008|T47001|FRA|99.60|E|PDFI
HA089008|HA089008|T47100|FRA|99.60|F|
HA090008|HA090008|T47101|FRA|99.60|F|
HA091008|HA091008|T47102|FRA|99.60|F|
HA092008|HA092008|T47106|FRA|99.60|F|
HA093008|HA093008|T47107|FRA|99.60|F|
HA094008|HA094008|T47108|FRA|99.60|F|
HA095008|HA095008|T47109|FRA|99.60|F|
HA096008|HA096008|T47113|FRA|99.60|F|
HA097008|HA097008|T47115|FRA|99.60|F|
HA098008|HA098008|T47117|FRA|99.60|F|
HA099008|HA099008|T47118|FRA|99.60|F|
HA100008|HA100008|T47119|FRA|99.60|F|
HA101008|HA101008|T47125|FRA|99.60|F|
HA102008|HA102008|T47126|FRA|99.60|F|
HA103008|HA103008|T47128|FRA|99.60|F|
HA104008|HA104008|T47129|FRA|99.60|F|
HA105008|HA105008|T47130|FRA|99.60|F|
HA106008|HA106008|T47131|FRA|99.60|F|
HA107008|HA107008|T47201|FRA|99.60|F|
HA108008|HA108008|T47202|FRA|99.60|F|
HA109008|HA109008|T47203|FRA|99.60|F|
HA110008|HA110008|T47204|FRA|99.60|F|XML
HA110008|HA110008|T47204|FRA|99.60|F|PDFI
HA110008|HE110008|T47204|FRA|99.60|E|PDFI
HA111008|HA111008|T47251|FRA|99.60|F|
HA112008|HA112008|T47252|FRA|99.60|F|
HA113008|HA113008|T47253|FRA|99.60|F|
HA114008|HA114008|T48001|FRA|99.60|F|PDFI
HA115008|HA115008|T48101|FRA|99.60|F|PDFI
HA116008|HA116008|T48102|FRA|99.60|F|PDFI
HA117008|HA117008|T48103|FRA|99.60|F|PDFI
HA118008|HA118008|T48104|FRA|99.60|F|PDFI
HA119008|HA119008|T48105|FRA|99.60|F|PDFI
HA120008|HA120008|T48106|FRA|99.60|F|PDFI
HA121008|HA121008|T48107|FRA|99.60|F|PDFI
HA122008|HA122008|T48108|FRA|99.60|F|PDFI
HA123008|HA123008|T48109|FRA|99.60|F|PDFI
HA124008|HA124008|A20430|FRA|60.62|F|XML
HA124008|HA124008|A20430|FRA|60.62|F|PDFI
HA125008|HA125008|T51001|FRA|99.60|F|
HA126008|HA126008|T51002|FRA|99.60|F|
HA127008|HA127008|T51003|FRA|99.60|F|
HA128008|HA128008|T51004|FRA|99.60|F|
HA129008|HA129008|T51005|FRA|99.60|F|
HA130008|HA130008|T51006|FRA|99.60|F|XML
HA130008|HA130008|T51006|FRA|99.60|F|PDFI
HA131008|HA131008|T51007|FRA|99.60|F|
HA132008|HA132008|T51008|FRA|99.60|F|
HA133008|HA133008|T51009|FRA|99.60|F|
HA134008|HA134008|T51010|FRA|99.60|F|
HA135008|HA135008|T51011|FRA|99.60|F|
HA136008|HA136008|T51012|FRA|99.60|F|XML
HA136008|HA136008|T51012|FRA|99.60|F|PDFI
HA137008|HA137008|T51013|FRA|99.60|F|PDFI
HA138008|HA138008|T51014|FRA|99.60|F|
HA139008|HA139008|T51015|FRA|99.60|F|
HA140008|HA140008|T51016|FRA|99.60|F|
HA141008|HA141008|T51018|FRA|99.60|F|
HA142008|HA142008|T51019|FRA|99.60|F|
HA143008|HA143008|T51020|FRA|99.60|F|
HA144008|HA144008|T51021|FRA|99.60|F|
HA145008|HA145008|T51022|FRA|99.60|F|
HA146008|HA146008|T51023|FRA|99.60|F|
HA868008|HA868008|U43119|FRA|99.60|F|
HA869008|HA869008|U43151|FRA|99.60|F|
HA870008|HA870008|U43210|FRA|99.60|F|
HA871008|HA871008|U43211|FRA|99.60|F|
HA872008|HA872008|U43212|FRA|99.60|F|
HA873008|HA873008|U43213|FRA|99.60|F|
HA874008|HA874008|U43214|FRA|99.60|F|
HA875008|HA875008|U43215|FRA|99.60|F|
HA876008|HA876008|U43216|FRA|99.60|F|
HA877008|HA877008|U43217|FRA|99.60|F|
HA878008|HA878008|U43218|FRA|99.60|F|
HA879008|HA879008|U43219|FRA|99.60|F|
HA880008|HA880008|U43402|FRA|99.60|F|
HA881008|HA881008|U44001|FRA|99.60|F|
HA882008|HA882008|U55101|FRA|99.60|F|PDFI
HA883008|HA883008|U55102|FRA|99.60|F|PDFI
HA884008|HA884008|U55103|FRA|99.60|F|PDFI
HA885008|HA885008|U56101|FRA|99.60|F|
HA886008|HA886008|U62101|FRA|99.60|F|
HA887008|HA887008|U73211|FRA|99.60|F|
HA888008|HA888008|U73212|FRA|99.60|F|
HA889008|HA889008|U73213|FRA|99.60|F|
HA890008|HA890008|U82101|FRA|60.62|F|XML
HA890008|HA890008|U82101|FRA|60.62|F|PDFI
HA891008|HA891008|U90001|FRA|99.60|F|
HA892008|HA892008|U42346|FRA|60.62|F|XML
HA892008|HA892008|U42346|FRA|60.62|F|PDFI
HA893008|HA893008|U57012|FRA|99.60|F|XML
HA893008|HA893008|U57012|FRA|99.60|F|PDFI
HA893008|HE893008|U57012|FRA|99.60|E|PDFI
HA894008|HA894008|U32101|FRA|99.60|F|
HA895008|HA895008|U43000/AM1|FRA|99.60|F|
HA896008|HA896008|U10152|FRA|99.60|F|
HA897008|HA897008|U31101|FRA|99.60|F|
HA898008|HA898008|U42342|FRA|60.62|F|XML
HA898008|HA898008|U42342|FRA|60.62|F|PDFI
HA899008|HA899008|U42345|FRA|60.62|F|XML
HA899008|HA899008|U42345|FRA|60.62|F|PDFI
HA900008|HA900008|U57001|FRA|99.60|F|
HA901008|HA901008|U57006|FRA|99.60|F|
HA902008|HA902008|U57011|FRA|99.60|F|
HA903008|HA903008|U43001|FRA|99.60|F|XML
HA903008|HA903008|U43001|FRA|99.60|F|PDFI
HA904008|HA904008|U43011|FRA|99.60|F|
HA905008|HA905008|U43012|FRA|99.60|F|PDFI
HA906008|HA906008|U43013|FRA|99.60|F|PDFI
HA907008|HA907008|U43014|FRA|99.60|F|PDFI
HA908008|HA908008|U43015|FRA|99.60|F|XML
HA908008|HA908008|U43015|FRA|99.60|F|PDFI
HA909008|HA909008|U43016|FRA|99.60|F|
HA910008|HA910008|V00001|FRA|99.60|F|
HA911008|HA911008|V00050|FRA|99.60|F|XML
HA911008|HA911008|V00050|FRA|99.60|F|PDFI
HA912008|HA912008|V00051|FRA|99.60|F|XML
HA912008|HA912008|V00051|FRA|99.60|F|PDFI
HA913008|HA913008|V00052|FRA|99.60|F|PDFI
HA954011|HA954011|G40048|FRA|99.60|F|
HA955011|HA955011|G40049|FRA|99.60|F|XML
HA955011|HA955011|G40049|FRA|99.60|F|PDFI
HA956011|HA956011|C71003|FRA|99.60|F|PDFI
HA957011|HA957011|A51112|FRA|99.60|F|PDFI
HA958011|HA958011|U62163|FRA|99.60|F|XML
HA958011|HA958011|U62163|FRA|99.60|F|PDFI
HA959011|HA959011|U62162|FRA|99.60|F|XML
HA959011|HA959011|U62162|FRA|99.60|F|PDFI
HA960011|HA960011|P22410|FRA|99.60|F|
HA961011|HA961011|P22430|FRA|99.60|F|
HA962011|HA962011|P22431|FRA|99.60|F|PDFI
HA962011|HE962011|P22431|FRA|99.60|E|PDFI
HA963011|HA963011|P22800|FRA|99.60|F|
HA964011|HA964011|C20070|FRA|99.60|F|
HA965011|HA965011|C86815/AM1|FRA|99.60|F|
HA966011|HA966011|C93133/A2|FRA|99.60|F|
HA967011|HA967011|C93521/AM2|FRA|60.62|F|XML
HA967011|HA967011|C93521/AM2|FRA|60.62|F|PDFI
HA968011|HA968011|C93523/AM1|FRA|99.60|F|
HA969011|HA969011|E60119|FRA|99.60|F|
HA970011|HA970011|C96412|FRA|99.60|F|PDFI
HA971011|HA971011|C96413|FRA|99.60|F|PDFI
HA972011|HA972011|G03001|FRA|99.60|F|PDFI
HA973011|HA973011|P06002|FRA|99.60|F|
HA974011|HA974011|P22702|FRA|99.60|F|XML
HA974011|HA974011|P22702|FRA|99.60|F|PDFI
HA975011|HA975011|D18201/AM2|FRA|99.60|F|
HA976011|HA976011|E48653|FRA|99.60|F|
HA977011|HA977011|E48674|FRA|99.60|F|
HA978011|HA978011|E48675|FRA|99.60|F|
HA979011|HA979011|T54123|FRA|99.60|F|
HA980011|HA980011|C12060/A1|FRA|99.60|F|
HA981011|HA981011|C12100/A2|FRA|99.60|F|
HA982011|HA982011|C64203U|FRA|99.60|F|XML
HA982011|HA982011|C64203U|FRA|99.60|F|PDFI
HA983011|HA983011|C71121|FRA|99.60|F|
HA984011|HA984011|R10120|FRA|99.60|F|PDFI
HA985011|HA985011|E66199|FRA|99.60|F|PDFI
HA986011|HA986011|G03002|FRA|99.60|F|PDFI
HA987011|HA987011|G03003|FRA|99.60|F|PDFI
HA988011|HA988011|G03007|FRA|99.60|F|PDFI
HA989011|HA989011|C71004/A3|FRA|99.60|F|PDFI
HA990011|HA990011|R13415|FRA|99.60|F|
HA991011|HA991011|R11501|FRA|99.60|F|
HA992011|HA992011|R10211|FRA|99.60|F|
HA993011|HA993011|R18001|FRA|60.62|F|XML
HA993011|HA993011|R18001|FRA|60.62|F|PDFI
HA994011|HA994011|G07098|FRA|99.60|F|
HA995011|HA995011|G07099|FRA|99.60|F|
HA996011|HA996011|G07100|FRA|99.60|F|
HA997011|HA997011|G07113|FRA|99.60|F|
HA998011|HA998011|G07128|FRA|60.62|F|XML
HA334007|HA334007|S22002|FRA|99.60|F|PDFI
HA335007|HA335007|S22003|FRA|99.60|F|
HA336007|HA336007|S22004|FRA|99.60|F|
HA337007|HA337007|S22005|FRA|99.60|F|
HA338007|HA338007|S22006|FRA|99.60|F|
HA339007|HA339007|S22007|FRA|99.60|F|
HA340007|HA340007|S22008|FRA|99.60|F|
HA341007|HA341007|S22009|FRA|99.60|F|
HA342007|HA342007|S22010|FRA|99.60|F|
HA343007|HA343007|S22011|FRA|99.60|F|
HA344007|HA344007|S22012|FRA|99.60|F|
HA345007|HA345007|S22014|FRA|99.60|F|PDFI
HA346007|HA346007|S22015|FRA|99.60|F|
HA347007|HA347007|S22016|FRA|99.60|F|
